item_id,title,category,item_type,era,year_hint,materials,condition_score,rarity_score,true_value,prompt_image,image_filename
it_e3licnin,Mid-century Wood Ornament,decor,ornament,Mid-century,1951,"['wood', 'glass']",0.74,0.46,170,"flat cartoon illustration, BBC daytime TV graphics style circa early 2000s, clean outlines, soft shading, muted warm colour palette, friendly and readable, no realism, no photorealism, simple shapes, suitable for a 2D game, isolated object, transparent background, no text, no watermark. Subject: a single uncommon mid-century ornament made of wood, glass. Design: simple readable silhouette, slightly exaggerated features, charming imperfections. Condition: good condition with minor wear. Framing: centered, no background scene, no props, no people.",assets/items/generated/it_e3licnin.png
it_dw383xiv,Vintage 80s Paper Sheet Music Booklet,books,sheet music booklet,Vintage 80s,1980,"['paper', 'leather']",0.68,0.51,120,"flat cartoon illustration, BBC daytime TV graphics style circa early 2000s, clean outlines, soft shading, muted warm colour palette, friendly and readable, no realism, no photorealism, simple shapes, suitable for a 2D game, isolated object, transparent background, no text, no watermark. Subject: a single uncommon vintage 80s sheet music booklet made of paper, leather. Design: simple readable silhouette, slightly exaggerated features, charming imperfections. Condition: fair condition with visible wear. Framing: centered, no background scene, no props, no people.",assets/items/generated/it_dw383xiv.png
it_nqsxfpbm,Mid-century Amber Glass Wine Glass Set,glassware,wine glass set,Mid-century,1955,"['amber glass', 'crystal']",0.68,0.49,222,"flat cartoon illustration, BBC daytime TV graphics style circa early 2000s, clean outlines, soft shading, muted warm colour palette, friendly and readable, no realism, no photorealism, simple shapes, suitable for a 2D game, isolated object, transparent background, no text, no watermark. Subject: a single uncommon mid-century wine glass set made of amber glass, crystal. Design: simple readable silhouette, slightly exaggerated features, charming imperfections. Condition: fair condition with visible wear. Framing: centered, no background scene, no props, no people.",assets/items/generated/it_nqsxfpbm.png
it_p7snga0w,Victorian Brass Side Table,furniture,side table,Victorian,1879,"['brass', 'wood']",0.92,0.0,54,"flat cartoon illustration, BBC daytime TV graphics style circa early 2000s, clean outlines, soft shading, muted warm colour palette, friendly and readable, no realism, no photorealism, simple shapes, suitable for a 2D game, isolated object, transparent background, no text, no watermark. Subject: a single common victorian side table made of brass, wood. Design: simple readable silhouette, slightly exaggerated features, charming imperfections. Condition: excellent condition. Framing: centered, no background scene, no props, no people.",assets/items/generated/it_p7snga0w.png
it_gitvygpm,Retro 70s Paper Antique Journal,books,antique journal,Retro 70s,1972,"['paper', 'leather']",0.73,0.12,34,"flat cartoon illustration, BBC daytime TV graphics style circa early 2000s, clean outlines, soft shading, muted warm colour palette, friendly and readable, no realism, no photorealism, simple shapes, suitable for a 2D game, isolated object, transparent background, no text, no watermark. Subject: a single common retro 70s antique journal made of paper, leather. Design: simple readable silhouette, slightly exaggerated features, charming imperfections. Condition: good condition with minor wear. Framing: centered, no background scene, no props, no people.",assets/items/generated/it_gitvygpm.png
it_5i1pbsrt,Georgian Brass Stool,furniture,stool,Georgian,1777,"['brass', 'wood']",1.0,0.0,59,"flat cartoon illustration, BBC daytime TV graphics style circa early 2000s, clean outlines, soft shading, muted warm colour palette, friendly and readable, no realism, no photorealism, simple shapes, suitable for a 2D game, isolated object, transparent background, no text, no watermark. Subject: a single common georgian stool made of brass, wood. Design: simple readable silhouette, slightly exaggerated features, charming imperfections. Condition: excellent condition. Framing: centered, no background scene, no props, no people.",assets/items/generated/it_5i1pbsrt.png
it_55fqt3fi,Retro 70s Wood Oil Can,tools,oil can,Retro 70s,1977,"['wood', 'iron']",0.49,0.06,53,"flat cartoon illustration, BBC daytime TV graphics style circa early 2000s, clean outlines, soft shading, muted warm colour palette, friendly and readable, no realism, no photorealism, simple shapes, suitable for a 2D game, isolated object, transparent background, no text, no watermark. Subject: a single common retro 70s oil can made of wood, iron. Design: simple readable silhouette, slightly exaggerated features, charming imperfections. Condition: poor condition, noticeable damage and wear. Framing: centered, no background scene, no props, no people.",assets/items/generated/it_55fqt3fi.png
it_l2zzcys2,Vintage 80s Brass Brass Compass,tools,brass compass,Vintage 80s,1984,"['brass', 'iron']",0.59,0.59,39,"flat cartoon illustration, BBC daytime TV graphics style circa early 2000s, clean outlines, soft shading, muted warm colour palette, friendly and readable, no realism, no photorealism, simple shapes, suitable for a 2D game, isolated object, transparent background, no text, no watermark. Subject: a single uncommon vintage 80s brass compass made of brass, iron. Design: simple readable silhouette, slightly exaggerated features, charming imperfections. Condition: fair condition with visible wear. Framing: centered, no background scene, no props, no people.",assets/items/generated/it_l2zzcys2.png
it_zzatx80f,Edwardian Cloth Wind-Up Toy,toys,wind-up toy,Edwardian,1906,"['cloth', 'wood']",1.0,0.04,23,"flat cartoon illustration, BBC daytime TV graphics style circa early 2000s, clean outlines, soft shading, muted warm colour palette, friendly and readable, no realism, no photorealism, simple shapes, suitable for a 2D game, isolated object, transparent background, no text, no watermark. Subject: a single common edwardian wind-up toy made of cloth, wood. Design: simple readable silhouette, slightly exaggerated features, charming imperfections. Condition: excellent condition. Framing: centered, no background scene, no props, no people.",assets/items/generated/it_zzatx80f.png
it_5jsjx2qe,Mid-century Leather Antique Journal,books,antique journal,Mid-century,1963,"['leather', 'cloth cover']",0.54,0.41,39,"flat cartoon illustration, BBC daytime TV graphics style circa early 2000s, clean outlines, soft shading, muted warm colour palette, friendly and readable, no realism, no photorealism, simple shapes, suitable for a 2D game, isolated object, transparent background, no text, no watermark. Subject: a single common mid-century antique journal made of leather, cloth cover. Design: simple readable silhouette, slightly exaggerated features, charming imperfections. Condition: fair condition with visible wear. Framing: centered, no background scene, no props, no people.",assets/items/generated/it_5jsjx2qe.png
it_ukhixld5,Vintage 80s Brass Side Table,furniture,side table,Vintage 80s,1989,"['brass', 'iron']",1.0,0.38,336,"flat cartoon illustration, BBC daytime TV graphics style circa early 2000s, clean outlines, soft shading, muted warm colour palette, friendly and readable, no realism, no photorealism, simple shapes, suitable for a 2D game, isolated object, transparent background, no text, no watermark. Subject: a single common vintage 80s side table made of brass, iron. Design: simple readable silhouette, slightly exaggerated features, charming imperfections. Condition: excellent condition. Framing: centered, no background scene, no props, no people.",assets/items/generated/it_ukhixld5.png
it_0dye5eyq,Art Deco Glass Table Lamp,decor,table lamp,Art Deco,1927,"['glass', 'wood']",0.51,0.49,170,"flat cartoon illustration, BBC daytime TV graphics style circa early 2000s, clean outlines, soft shading, muted warm colour palette, friendly and readable, no realism, no photorealism, simple shapes, suitable for a 2D game, isolated object, transparent background, no text, no watermark. Subject: a single uncommon art deco table lamp made of glass, wood. Design: simple readable silhouette, slightly exaggerated features, charming imperfections. Condition: fair condition with visible wear. Framing: centered, no background scene, no props, no people.",assets/items/generated/it_0dye5eyq.png
it_c6505op3,Victorian Bakelite Pocket Watch,clocks,pocket watch,Victorian,1868,"['bakelite', 'wood']",0.93,0.7,157,"flat cartoon illustration, BBC daytime TV graphics style circa early 2000s, clean outlines, soft shading, muted warm colour palette, friendly and readable, no realism, no photorealism, simple shapes, suitable for a 2D game, isolated object, transparent background, no text, no watermark. Subject: a single uncommon victorian pocket watch made of bakelite, wood. Design: simple readable silhouette, slightly exaggerated features, charming imperfections. Condition: excellent condition. Framing: centered, no background scene, no props, no people.",assets/items/generated/it_c6505op3.png
it_syegcmi8,Vintage 80s Earthenware Figurine,ceramics,figurine,Vintage 80s,1983,"['earthenware', 'glazed ceramic']",0.85,0.09,16,"flat cartoon illustration, BBC daytime TV graphics style circa early 2000s, clean outlines, soft shading, muted warm colour palette, friendly and readable, no realism, no photorealism, simple shapes, suitable for a 2D game, isolated object, transparent background, no text, no watermark. Subject: a single common vintage 80s figurine made of earthenware, glazed ceramic. Design: simple readable silhouette, slightly exaggerated features, charming imperfections. Condition: excellent condition. Framing: centered, no background scene, no props, no people.",assets/items/generated/it_syegcmi8.png
it_8c695i4n,Georgian Iron Side Table,furniture,side table,Georgian,1751,"['iron', 'brass']",0.7,0.51,77,"flat cartoon illustration, BBC daytime TV graphics style circa early 2000s, clean outlines, soft shading, muted warm colour palette, friendly and readable, no realism, no photorealism, simple shapes, suitable for a 2D game, isolated object, transparent background, no text, no watermark. Subject: a single uncommon georgian side table made of iron, brass. Design: simple readable silhouette, slightly exaggerated features, charming imperfections. Condition: good condition with minor wear. Framing: centered, no background scene, no props, no people.",assets/items/generated/it_8c695i4n.png
it_g2474a5i,Vintage 80s Wood Oil Can,tools,oil can,Vintage 80s,1989,"['wood', 'iron']",0.72,0.0,13,"flat cartoon illustration, BBC daytime TV graphics style circa early 2000s, clean outlines, soft shading, muted warm colour palette, friendly and readable, no realism, no photorealism, simple shapes, suitable for a 2D game, isolated object, transparent background, no text, no watermark. Subject: a single common vintage 80s oil can made of wood, iron. Design: simple readable silhouette, slightly exaggerated features, charming imperfections. Condition: good condition with minor wear. Framing: centered, no background scene, no props, no people.",assets/items/generated/it_g2474a5i.png
it_msaghkga,Victorian Brass Wall Shelf,furniture,wall shelf,Victorian,1890,"['brass', 'iron']",0.78,0.71,137,"flat cartoon illustration, BBC daytime TV graphics style circa early 2000s, clean outlines, soft shading, muted warm colour palette, friendly and readable, no realism, no photorealism, simple shapes, suitable for a 2D game, isolated object, transparent background, no text, no watermark. Subject: a single uncommon victorian wall shelf made of brass, iron. Design: simple readable silhouette, slightly exaggerated features, charming imperfections. Condition: good condition with minor wear. Framing: centered, no background scene, no props, no people.",assets/items/generated/it_msaghkga.png
it_z56nzhr8,Mid-century Wood Antique Hammer,tools,antique hammer,Mid-century,1960,"['wood', 'brass']",0.66,0.62,60,"flat cartoon illustration, BBC daytime TV graphics style circa early 2000s, clean outlines, soft shading, muted warm colour palette, friendly and readable, no realism, no photorealism, simple shapes, suitable for a 2D game, isolated object, transparent background, no text, no watermark. Subject: a single uncommon mid-century antique hammer made of wood, brass. Design: simple readable silhouette, slightly exaggerated features, charming imperfections. Condition: fair condition with visible wear. Framing: centered, no background scene, no props, no people.",assets/items/generated/it_z56nzhr8.png
it_ndgbs341,Vintage 80s Wood Tin Robot,toys,tin robot,Vintage 80s,1989,"['wood', 'tin']",0.9,0.23,92,"flat cartoon illustration, BBC daytime TV graphics style circa early 2000s, clean outlines, soft shading, muted warm colour palette, friendly and readable, no realism, no photorealism, simple shapes, suitable for a 2D game, isolated object, transparent background, no text, no watermark. Subject: a single common vintage 80s tin robot made of wood, tin. Design: simple readable silhouette, slightly exaggerated features, charming imperfections. Condition: excellent condition. Framing: centered, no background scene, no props, no people.",assets/items/generated/it_ndgbs341.png
it_xayo3x4u,Edwardian Wood Mirror,decor,mirror,Edwardian,1907,"['wood', 'glass']",0.33,0.08,21,"flat cartoon illustration, BBC daytime TV graphics style circa early 2000s, clean outlines, soft shading, muted warm colour palette, friendly and readable, no realism, no photorealism, simple shapes, suitable for a 2D game, isolated object, transparent background, no text, no watermark. Subject: a single common edwardian mirror made of wood, glass. Design: simple readable silhouette, slightly exaggerated features, charming imperfections. Condition: poor condition, noticeable damage and wear. Framing: centered, no background scene, no props, no people.",assets/items/generated/it_xayo3x4u.png
it_x7hxvjft,Art Deco Iron Small Cabinet Handle Set,furniture,small cabinet handle set,Art Deco,1924,"['iron', 'wood']",1.0,0.89,214,"flat cartoon illustration, BBC daytime TV graphics style circa early 2000s, clean outlines, soft shading, muted warm colour palette, friendly and readable, no realism, no photorealism, simple shapes, suitable for a 2D game, isolated object, transparent background, no text, no watermark. Subject: a single rare art deco small cabinet handle set made of iron, wood. Design: simple readable silhouette, slightly exaggerated features, charming imperfections. Condition: excellent condition. Framing: centered, no background scene, no props, no people.",assets/items/generated/it_x7hxvjft.png
it_mdjcht68,Vintage 80s Paper Poster,art,poster,Vintage 80s,1988,"['paper', 'wood frame']",0.65,0.0,68,"flat cartoon illustration, BBC daytime TV graphics style circa early 2000s, clean outlines, soft shading, muted warm colour palette, friendly and readable, no realism, no photorealism, simple shapes, suitable for a 2D game, isolated object, transparent background, no text, no watermark. Subject: a single common vintage 80s poster made of paper, wood frame. Design: simple readable silhouette, slightly exaggerated features, charming imperfections. Condition: fair condition with visible wear. Framing: centered, no background scene, no props, no people.",assets/items/generated/it_mdjcht68.png
it_hu9igjwb,Mid-century Leather Sheet Music Booklet,books,sheet music booklet,Mid-century,1946,"['leather', 'cloth cover']",0.82,0.11,109,"flat cartoon illustration, BBC daytime TV graphics style circa early 2000s, clean outlines, soft shading, muted warm colour palette, friendly and readable, no realism, no photorealism, simple shapes, suitable for a 2D game, isolated object, transparent background, no text, no watermark. Subject: a single common mid-century sheet music booklet made of leather, cloth cover. Design: simple readable silhouette, slightly exaggerated features, charming imperfections. Condition: good condition with minor wear. Framing: centered, no background scene, no props, no people.",assets/items/generated/it_hu9igjwb.png
it_ltnv0ey6,Mid-century Lace Tapestry Fragment,textiles,tapestry fragment,Mid-century,1967,"['lace', 'cotton']",0.82,0.0,91,"flat cartoon illustration, BBC daytime TV graphics style circa early 2000s, clean outlines, soft shading, muted warm colour palette, friendly and readable, no realism, no photorealism, simple shapes, suitable for a 2D game, isolated object, transparent background, no text, no watermark. Subject: a single common mid-century tapestry fragment made of lace, cotton. Design: simple readable silhouette, slightly exaggerated features, charming imperfections. Condition: good condition with minor wear. Framing: centered, no background scene, no props, no people.",assets/items/generated/it_ltnv0ey6.png
it_5i6y1m0z,Edwardian Steel Antique Hammer,tools,antique hammer,Edwardian,1904,"['steel', 'wood']",0.56,0.44,78,"flat cartoon illustration, BBC daytime TV graphics style circa early 2000s, clean outlines, soft shading, muted warm colour palette, friendly and readable, no realism, no photorealism, simple shapes, suitable for a 2D game, isolated object, transparent background, no text, no watermark. Subject: a single common edwardian antique hammer made of steel, wood. Design: simple readable silhouette, slightly exaggerated features, charming imperfections. Condition: fair condition with visible wear. Framing: centered, no background scene, no props, no people.",assets/items/generated/it_5i6y1m0z.png
it_k7rjegrf,Vintage 80s Brass Small Cabinet Handle Set,furniture,small cabinet handle set,Vintage 80s,1980,"['brass', 'wood']",0.71,0.34,176,"flat cartoon illustration, BBC daytime TV graphics style circa early 2000s, clean outlines, soft shading, muted warm colour palette, friendly and readable, no realism, no photorealism, simple shapes, suitable for a 2D game, isolated object, transparent background, no text, no watermark. Subject: a single common vintage 80s small cabinet handle set made of brass, wood. Design: simple readable silhouette, slightly exaggerated features, charming imperfections. Condition: good condition with minor wear. Framing: centered, no background scene, no props, no people.",assets/items/generated/it_k7rjegrf.png
it_9sgxa892,Retro 70s Lace Embroidered Scarf,textiles,embroidered scarf,Retro 70s,1973,"['lace', 'cotton']",0.6,0.93,209,"flat cartoon illustration, BBC daytime TV graphics style circa early 2000s, clean outlines, soft shading, muted warm colour palette, friendly and readable, no realism, no photorealism, simple shapes, suitable for a 2D game, isolated object, transparent background, no text, no watermark. Subject: a single rare retro 70s embroidered scarf made of lace, cotton. Design: simple readable silhouette, slightly exaggerated features, charming imperfections. Condition: fair condition with visible wear. Framing: centered, no background scene, no props, no people.",assets/items/generated/it_9sgxa892.png
it_f74ej519,Georgian Wood Picture Frame,decor,picture frame,Georgian,1782,"['wood', 'ceramic']",0.87,0.53,251,"flat cartoon illustration, BBC daytime TV graphics style circa early 2000s, clean outlines, soft shading, muted warm colour palette, friendly and readable, no realism, no photorealism, simple shapes, suitable for a 2D game, isolated object, transparent background, no text, no watermark. Subject: a single uncommon georgian picture frame made of wood, ceramic. Design: simple readable silhouette, slightly exaggerated features, charming imperfections. Condition: excellent condition. Framing: centered, no background scene, no props, no people.",assets/items/generated/it_f74ej519.png
it_wao4gs5c,Mid-century Glass Mantel Clock,clocks,mantel clock,Mid-century,1968,"['glass', 'bakelite']",0.59,0.46,92,"flat cartoon illustration, BBC daytime TV graphics style circa early 2000s, clean outlines, soft shading, muted warm colour palette, friendly and readable, no realism, no photorealism, simple shapes, suitable for a 2D game, isolated object, transparent background, no text, no watermark. Subject: a single uncommon mid-century mantel clock made of glass, bakelite. Design: simple readable silhouette, slightly exaggerated features, charming imperfections. Condition: fair condition with visible wear. Framing: centered, no background scene, no props, no people.",assets/items/generated/it_wao4gs5c.png
it_0ivpsnmm,Art Deco Crystal Decanter,glassware,decanter,Art Deco,1934,"['crystal', 'amber glass']",0.61,0.61,87,"flat cartoon illustration, BBC daytime TV graphics style circa early 2000s, clean outlines, soft shading, muted warm colour palette, friendly and readable, no realism, no photorealism, simple shapes, suitable for a 2D game, isolated object, transparent background, no text, no watermark. Subject: a single uncommon art deco decanter made of crystal, amber glass. Design: simple readable silhouette, slightly exaggerated features, charming imperfections. Condition: fair condition with visible wear. Framing: centered, no background scene, no props, no people.",assets/items/generated/it_0ivpsnmm.png
it_goz0sl16,Retro 70s Glazed Ceramic Plate,ceramics,plate,Retro 70s,1971,"['glazed ceramic', 'stoneware']",0.58,0.14,145,"flat cartoon illustration, BBC daytime TV graphics style circa early 2000s, clean outlines, soft shading, muted warm colour palette, friendly and readable, no realism, no photorealism, simple shapes, suitable for a 2D game, isolated object, transparent background, no text, no watermark. Subject: a single common retro 70s plate made of glazed ceramic, stoneware. Design: simple readable silhouette, slightly exaggerated features, charming imperfections. Condition: fair condition with visible wear. Framing: centered, no background scene, no props, no people.",assets/items/generated/it_goz0sl16.png
it_7zm797pb,Victorian Paper Poster,art,poster,Victorian,1897,"['paper', 'canvas']",0.75,0.11,47,"flat cartoon illustration, BBC daytime TV graphics style circa early 2000s, clean outlines, soft shading, muted warm colour palette, friendly and readable, no realism, no photorealism, simple shapes, suitable for a 2D game, isolated object, transparent background, no text, no watermark. Subject: a single common victorian poster made of paper, canvas. Design: simple readable silhouette, slightly exaggerated features, charming imperfections. Condition: good condition with minor wear. Framing: centered, no background scene, no props, no people.",assets/items/generated/it_7zm797pb.png
it_66c8l7vn,Edwardian Steel Oil Can,tools,oil can,Edwardian,1901,"['steel', 'wood']",0.78,0.01,38,"flat cartoon illustration, BBC daytime TV graphics style circa early 2000s, clean outlines, soft shading, muted warm colour palette, friendly and readable, no realism, no photorealism, simple shapes, suitable for a 2D game, isolated object, transparent background, no text, no watermark. Subject: a single common edwardian oil can made of steel, wood. Design: simple readable silhouette, slightly exaggerated features, charming imperfections. Condition: good condition with minor wear. Framing: centered, no background scene, no props, no people.",assets/items/generated/it_66c8l7vn.png
it_6ydiq23i,Victorian Iron Wall Shelf,furniture,wall shelf,Victorian,1847,"['iron', 'wood']",0.72,0.09,127,"flat cartoon illustration, BBC daytime TV graphics style circa early 2000s, clean outlines, soft shading, muted warm colour palette, friendly and readable, no realism, no photorealism, simple shapes, suitable for a 2D game, isolated object, transparent background, no text, no watermark. Subject: a single common victorian wall shelf made of iron, wood. Design: simple readable silhouette, slightly exaggerated features, charming imperfections. Condition: good condition with minor wear. Framing: centered, no background scene, no props, no people.",assets/items/generated/it_6ydiq23i.png
it_nupqsapb,Vintage 80s Wood Tin Robot,toys,tin robot,Vintage 80s,1985,"['wood', 'tin']",0.59,0.0,51,"flat cartoon illustration, BBC daytime TV graphics style circa early 2000s, clean outlines, soft shading, muted warm colour palette, friendly and readable, no realism, no photorealism, simple shapes, suitable for a 2D game, isolated object, transparent background, no text, no watermark. Subject: a single common vintage 80s tin robot made of wood, tin. Design: simple readable silhouette, slightly exaggerated features, charming imperfections. Condition: fair condition with visible wear. Framing: centered, no background scene, no props, no people.",assets/items/generated/it_nupqsapb.png
it_4qj5tw6j,Victorian Glass Amber Vase,glassware,amber vase,Victorian,1880,"['glass', 'amber glass']",0.79,0.12,48,"flat cartoon illustration, BBC daytime TV graphics style circa early 2000s, clean outlines, soft shading, muted warm colour palette, friendly and readable, no realism, no photorealism, simple shapes, suitable for a 2D game, isolated object, transparent background, no text, no watermark. Subject: a single common victorian amber vase made of glass, amber glass. Design: simple readable silhouette, slightly exaggerated features, charming imperfections. Condition: good condition with minor wear. Framing: centered, no background scene, no props, no people.",assets/items/generated/it_4qj5tw6j.png
it_f30tsa82,Georgian Lace Lace Table Runner,textiles,lace table runner,Georgian,1808,"['lace', 'cotton']",0.75,0.0,20,"flat cartoon illustration, BBC daytime TV graphics style circa early 2000s, clean outlines, soft shading, muted warm colour palette, friendly and readable, no realism, no photorealism, simple shapes, suitable for a 2D game, isolated object, transparent background, no text, no watermark. Subject: a single common georgian lace table runner made of lace, cotton. Design: simple readable silhouette, slightly exaggerated features, charming imperfections. Condition: good condition with minor wear. Framing: centered, no background scene, no props, no people.",assets/items/generated/it_f30tsa82.png
it_8zdunomb,Art Deco Steel Brass Compass,tools,brass compass,Art Deco,1938,"['steel', 'wood']",0.55,0.05,55,"flat cartoon illustration, BBC daytime TV graphics style circa early 2000s, clean outlines, soft shading, muted warm colour palette, friendly and readable, no realism, no photorealism, simple shapes, suitable for a 2D game, isolated object, transparent background, no text, no watermark. Subject: a single common art deco brass compass made of steel, wood. Design: simple readable silhouette, slightly exaggerated features, charming imperfections. Condition: fair condition with visible wear. Framing: centered, no background scene, no props, no people.",assets/items/generated/it_8zdunomb.png
it_0lijneoa,Edwardian Glazed Ceramic Teapot,ceramics,teapot,Edwardian,1910,"['glazed ceramic', 'stoneware']",0.46,0.07,80,"flat cartoon illustration, BBC daytime TV graphics style circa early 2000s, clean outlines, soft shading, muted warm colour palette, friendly and readable, no realism, no photorealism, simple shapes, suitable for a 2D game, isolated object, transparent background, no text, no watermark. Subject: a single common edwardian teapot made of glazed ceramic, stoneware. Design: simple readable silhouette, slightly exaggerated features, charming imperfections. Condition: poor condition, noticeable damage and wear. Framing: centered, no background scene, no props, no people.",assets/items/generated/it_0lijneoa.png
it_5nw4tnmz,Georgian Wood Oil Can,tools,oil can,Georgian,1774,"['wood', 'brass']",0.66,0.56,164,"flat cartoon illustration, BBC daytime TV graphics style circa early 2000s, clean outlines, soft shading, muted warm colour palette, friendly and readable, no realism, no photorealism, simple shapes, suitable for a 2D game, isolated object, transparent background, no text, no watermark. Subject: a single uncommon georgian oil can made of wood, brass. Design: simple readable silhouette, slightly exaggerated features, charming imperfections. Condition: fair condition with visible wear. Framing: centered, no background scene, no props, no people.",assets/items/generated/it_5nw4tnmz.png
it_2z99k1dw,Mid-century Glass Perfume Bottle,glassware,perfume bottle,Mid-century,1955,"['glass', 'amber glass']",0.36,0.43,227,"flat cartoon illustration, BBC daytime TV graphics style circa early 2000s, clean outlines, soft shading, muted warm colour palette, friendly and readable, no realism, no photorealism, simple shapes, suitable for a 2D game, isolated object, transparent background, no text, no watermark. Subject: a single common mid-century perfume bottle made of glass, amber glass. Design: simple readable silhouette, slightly exaggerated features, charming imperfections. Condition: poor condition, noticeable damage and wear. Framing: centered, no background scene, no props, no people.",assets/items/generated/it_2z99k1dw.png
it_b6odw8fe,Edwardian Brass Measuring Calipers,tools,measuring calipers,Edwardian,1906,"['brass', 'iron']",0.67,0.0,64,"flat cartoon illustration, BBC daytime TV graphics style circa early 2000s, clean outlines, soft shading, muted warm colour palette, friendly and readable, no realism, no photorealism, simple shapes, suitable for a 2D game, isolated object, transparent background, no text, no watermark. Subject: a single common edwardian measuring calipers made of brass, iron. Design: simple readable silhouette, slightly exaggerated features, charming imperfections. Condition: fair condition with visible wear. Framing: centered, no background scene, no props, no people.",assets/items/generated/it_b6odw8fe.png
it_vx7lxk0o,Art Deco Ceramic Picture Frame,decor,picture frame,Art Deco,1922,"['ceramic', 'glass']",0.61,0.76,156,"flat cartoon illustration, BBC daytime TV graphics style circa early 2000s, clean outlines, soft shading, muted warm colour palette, friendly and readable, no realism, no photorealism, simple shapes, suitable for a 2D game, isolated object, transparent background, no text, no watermark. Subject: a single rare art deco picture frame made of ceramic, glass. Design: simple readable silhouette, slightly exaggerated features, charming imperfections. Condition: fair condition with visible wear. Framing: centered, no background scene, no props, no people.",assets/items/generated/it_vx7lxk0o.png
it_lez7fcor,Retro 70s Glass Picture Frame,decor,picture frame,Retro 70s,1972,"['glass', 'wood']",0.43,0.01,81,"flat cartoon illustration, BBC daytime TV graphics style circa early 2000s, clean outlines, soft shading, muted warm colour palette, friendly and readable, no realism, no photorealism, simple shapes, suitable for a 2D game, isolated object, transparent background, no text, no watermark. Subject: a single common retro 70s picture frame made of glass, wood. Design: simple readable silhouette, slightly exaggerated features, charming imperfections. Condition: poor condition, noticeable damage and wear. Framing: centered, no background scene, no props, no people.",assets/items/generated/it_lez7fcor.png
it_5009p1zp,Art Deco Ceramic Table Lamp,decor,table lamp,Art Deco,1922,"['ceramic', 'brass']",1.0,0.09,114,"flat cartoon illustration, BBC daytime TV graphics style circa early 2000s, clean outlines, soft shading, muted warm colour palette, friendly and readable, no realism, no photorealism, simple shapes, suitable for a 2D game, isolated object, transparent background, no text, no watermark. Subject: a single common art deco table lamp made of ceramic, brass. Design: simple readable silhouette, slightly exaggerated features, charming imperfections. Condition: excellent condition. Framing: centered, no background scene, no props, no people.",assets/items/generated/it_5009p1zp.png
it_atsr9dn9,Art Deco Glass Carriage Clock,clocks,carriage clock,Art Deco,1929,"['glass', 'bakelite']",0.87,0.05,124,"flat cartoon illustration, BBC daytime TV graphics style circa early 2000s, clean outlines, soft shading, muted warm colour palette, friendly and readable, no realism, no photorealism, simple shapes, suitable for a 2D game, isolated object, transparent background, no text, no watermark. Subject: a single common art deco carriage clock made of glass, bakelite. Design: simple readable silhouette, slightly exaggerated features, charming imperfections. Condition: excellent condition. Framing: centered, no background scene, no props, no people.",assets/items/generated/it_atsr9dn9.png
it_0wq537pg,Georgian Amber Glass Decanter,glassware,decanter,Georgian,1717,"['amber glass', 'glass']",0.68,0.06,77,"flat cartoon illustration, BBC daytime TV graphics style circa early 2000s, clean outlines, soft shading, muted warm colour palette, friendly and readable, no realism, no photorealism, simple shapes, suitable for a 2D game, isolated object, transparent background, no text, no watermark. Subject: a single common georgian decanter made of amber glass, glass. Design: simple readable silhouette, slightly exaggerated features, charming imperfections. Condition: fair condition with visible wear. Framing: centered, no background scene, no props, no people.",assets/items/generated/it_0wq537pg.png
it_lk9dhv1o,Retro 70s Wood Wall Clock,clocks,wall clock,Retro 70s,1970,"['wood', 'bakelite']",0.64,0.54,38,"flat cartoon illustration, BBC daytime TV graphics style circa early 2000s, clean outlines, soft shading, muted warm colour palette, friendly and readable, no realism, no photorealism, simple shapes, suitable for a 2D game, isolated object, transparent background, no text, no watermark. Subject: a single uncommon retro 70s wall clock made of wood, bakelite. Design: simple readable silhouette, slightly exaggerated features, charming imperfections. Condition: fair condition with visible wear. Framing: centered, no background scene, no props, no people.",assets/items/generated/it_lk9dhv1o.png
it_yp7fkomh,Victorian Leather Sheet Music Booklet,books,sheet music booklet,Victorian,1847,"['leather', 'paper']",0.62,0.37,57,"flat cartoon illustration, BBC daytime TV graphics style circa early 2000s, clean outlines, soft shading, muted warm colour palette, friendly and readable, no realism, no photorealism, simple shapes, suitable for a 2D game, isolated object, transparent background, no text, no watermark. Subject: a single common victorian sheet music booklet made of leather, paper. Design: simple readable silhouette, slightly exaggerated features, charming imperfections. Condition: fair condition with visible wear. Framing: centered, no background scene, no props, no people.",assets/items/generated/it_yp7fkomh.png
it_v9o86i45,Art Deco Iron Side Table,furniture,side table,Art Deco,1928,"['iron', 'brass']",1.0,0.15,75,"flat cartoon illustration, BBC daytime TV graphics style circa early 2000s, clean outlines, soft shading, muted warm colour palette, friendly and readable, no realism, no photorealism, simple shapes, suitable for a 2D game, isolated object, transparent background, no text, no watermark. Subject: a single common art deco side table made of iron, brass. Design: simple readable silhouette, slightly exaggerated features, charming imperfections. Condition: excellent condition. Framing: centered, no background scene, no props, no people.",assets/items/generated/it_v9o86i45.png
